"Latitude (decimal degrees):	51.507",,,,,,,,,,,,,,,,,
"Longitude (decimal degrees):	0.135",,,,,,,,,,,,,,,,,
"Elevation (m):	3",,,,,,,,,,,,,,,,,
"Radiation database:	PVGIS-SARAH2",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Slope: 40 deg. (optimum),,,,,,,,,,,,,,,,,
Azimuth: -1 deg. (optimum),,,,,,,,,,,,,,,,,
"Nominal power of the PV system (c-Si) (kWp):	150.0",,,,,,,,,,,,,,,,,
"System losses (%):	14.0",,,,,,,,,,,,,,,,,
time,P,G(i),H_sun,T2m,WS10m,Int,,,,,,,,,,,
20131205:1710,0,0,0,7.88,6.9,0,,,,,,,,,,,
20131205:1810,0,0,0,6.87,6.34,0,,,,,,,,,,,
20131205:1910,0,0,0,6.55,5.03,0,,,,,,,,,,,
20131205:2010,0,0,0,5.64,4.21,0,,,,,,,,,,,
20131205:2110,0,0,0,4.9,4.14,0,,,,,,,,,,,
20131205:2210,0,0,0,4.55,4.69,0,,,,,,,,,,,
20131205:2310,0,0,0,4.23,4.97,0,,,,,,,,,,,
20131206:0010,0,0,0,3.95,4.97,0,,,,,,,,,,,
20131206:0110,0,0,0,3.75,4.83,0,,,,,,,,,,,
20131206:0210,0,0,0,3.51,4.76,0,,,,,,,,,,,
20131206:0310,0,0,0,3.28,4.83,0,,,,,,,,,,,
20131206:0410,0,0,0,3.04,4.83,0,,,,,,,,,,,
20131206:0510,0,0,0,2.8,4.76,0,,,,,,,,,,,
20131206:0610,0,0,0,2.63,4.69,0,,,,,,,,,,,
20131206:0710,0,0,0,2.75,4.34,0,,,,,,,,,,,
20131206:0810,0,0,0,2.69,4.14,0,,,,,,,,,,,
20131206:0910,13035,113.14,8.13,3.51,4.07,0,,,,,,,,,,,
20131206:1010,6501,64.73,12.83,4.21,3.79,0,,,,,,,,,,,
20131206:1110,45091.5,346.94,15.5,4.85,3.79,0,,,,,,,,,,,
20131206:1210,8974.5,84.28,15.89,5.46,4.34,0,,,,,,,,,,,
20131206:1310,14593.5,126.12,13.96,5.99,4.62,0,,,,,,,,,,,
20131206:1410,16879.5,142.66,9.89,6.15,4.28,0,,,,,,,,,,,
20131206:1510,17493,148.83,4.03,5.77,3.59,0,,,,,,,,,,,
20131206:1610,0,0,0,4.85,2.83,0,,,,,,,,,,,
20131206:1710,0,0,0,4.48,2.28,0,,,,,,,,,,,
20131206:1810,0,0,0,4.67,1.93,0,,,,,,,,,,,
20131206:1910,0,0,0,5.18,2,0,,,,,,,,,,,
20131206:2010,0,0,0,5.46,2,0,,,,,,,,,,,
20131206:2110,0,0,0,5.64,2.21,0,,,,,,,,,,,
20131206:2210,0,0,0,5.79,2.41,0,,,,,,,,,,,
20131206:2310,0,0,0,5.9,2.55,0,,,,,,,,,,,
20131207:0010,0,0,0,5.52,2.55,0,,,,,,,,,,,
20131207:0110,0,0,0,5.12,2.76,0,,,,,,,,,,,
20131207:0210,0,0,0,4.65,2.83,0,,,,,,,,,,,
20131207:0310,0,0,0,4.31,2.83,0,,,,,,,,,,,
20131207:0410,0,0,0,4.22,2.76,0,,,,,,,,,,,
20131207:0510,0,0,0,3.74,2.69,0,,,,,,,,,,,
20131207:0610,0,0,0,3.9,2.62,0,,,,,,,,,,,
20131207:0710,0,0,0,5.17,2.97,0,,,,,,,,,,,
20131207:0810,0,0,0,5.22,2.97,0,,,,,,,,,,,
20131207:0910,2872.5,35.37,7.99,5.7,2.97,0,,,,,,,,,,,
20131207:1010,5689.5,58.96,12.69,6.47,2.97,0,,,,,,,,,,,
20131207:1110,7155,70.75,15.37,7.18,4.62,0,,,,,,,,,,,
20131207:1210,11889,107.16,15.77,7.83,4.48,0,,,,,,,,,,,
20131207:1310,13009.5,115.58,13.86,8.17,3.79,0,,,,,,,,,,,
20131207:1410,3568.5,41.72,9.82,8.21,4.07,0,,,,,,,,,,,
20131207:1510,2791.5,34.95,3.98,7.9,3.1,0,,,,,,,,,,,
20131207:1610,0,0,0,7.33,2.62,0,,,,,,,,,,,
20131207:1710,0,0,0,6.38,2.41,0,,,,,,,,,,,
20131207:1810,0,0,0,5.75,2.55,0,,,,,,,,,,,
20131207:1910,0,0,0,5.86,3.1,0,,,,,,,,,,,
20131207:2010,0,0,0,6.02,3.31,0,,,,,,,,,,,
20131207:2110,0,0,0,6.2,3.52,0,,,,,,,,,,,
20131207:2210,0,0,0,6.59,3.72,0,,,,,,,,,,,
20131207:2310,0,0,0,6.54,3.72,0,,,,,,,,,,,
20131208:0010,0,0,0,6.57,3.66,0,,,,,,,,,,,
20131208:0110,0,0,0,6.42,3.66,0,,,,,,,,,,,
20131208:0210,0,0,0,6.56,3.66,0,,,,,,,,,,,
20131208:0310,0,0,0,6.68,3.45,0,,,,,,,,,,,
20131208:0410,0,0,0,6.74,3.38,0,,,,,,,,,,,
20131208:0510,0,0,0,6.65,3.38,0,,,,,,,,,,,
20131208:0610,0,0,0,5.91,3.31,0,,,,,,,,,,,
20131208:0710,0,0,0,5.16,3.52,0,,,,,,,,,,,
20131208:0810,0,0,0,5.24,3.72,0,,,,,,,,,,,
20131208:0910,42225,328.05,7.85,5.86,3.93,0,,,,,,,,,,,
20131208:1010,81180,625.76,12.56,6.96,4.14,0,,,,,,,,,,,
20131208:1110,43926,342.98,15.25,8.25,4.21,0,,,,,,,,,,,
20131208:1210,94080,730.99,15.67,9,5.24,0,,,,,,,,,,,
20131208:1310,65037,503.69,13.78,9.49,5.1,0,,,,,,,,,,,
20131208:1410,16494,141.78,9.75,9.7,4.76,0,,,,,,,,,,,
20131208:1510,13395,119.88,3.93,9.57,4.34,0,,,,,,,,,,,
20131208:1610,0,0,0,8.85,4.21,0,,,,,,,,,,,
20131208:1710,0,0,0,8.18,4.28,0,,,,,,,,,,,
20131208:1810,0,0,0,7.83,4.34,0,,,,,,,,,,,
20131208:1910,0,0,0,7.58,4.21,0,,,,,,,,,,,
20131208:2010,0,0,0,7.3,4.14,0,,,,,,,,,,,
20131208:2110,0,0,0,7.1,4.21,0,,,,,,,,,,,
20131208:2210,0,0,0,7,4.28,0,,,,,,,,,,,
20131208:2310,0,0,0,6.84,4.28,0,,,,,,,,,,,
20131209:0010,0,0,0,6.63,4.28,0,,,,,,,,,,,
20131209:0110,0,0,0,6.41,4.21,0,,,,,,,,,,,
20131209:0210,0,0,0,6.37,4.14,0,,,,,,,,,,,
20131209:0310,0,0,0,6.36,4.07,0,,,,,,,,,,,
20131209:0410,0,0,0,6.21,3.93,0,,,,,,,,,,,
20131209:0510,0,0,0,6.15,3.66,0,,,,,,,,,,,
20131209:0610,0,0,0,6.15,3.38,0,,,,,,,,,,,
20131209:0710,0,0,0,6.17,3.38,0,,,,,,,,,,,
20131209:0810,0,0,0,6.17,3.24,0,,,,,,,,,,,
20131209:0910,15939,136.17,7.71,6.62,3.1,0,,,,,,,,,,,
20131209:1010,44658,346.92,12.44,7.38,4.21,0,,,,,,,,,,,
20131209:1110,27019.5,218.35,15.14,7.82,3.79,0,,,,,,,,,,,
20131209:1210,35563.5,281.58,15.57,8.24,3.72,0,,,,,,,,,,,
20131209:1310,36265.5,287.06,13.7,8.54,3.59,0,,,,,,,,,,,
20131209:1410,7593,74.28,9.69,8.75,3.31,0,,,,,,,,,,,
20131209:1510,1825.5,26.26,3.88,8.72,2.41,0,,,,,,,,,,,
20131209:1610,0,0,0,8.18,2,0,,,,,,,,,,,
20131209:1710,0,0,0,7.27,1.93,0,,,,,,,,,,,
20131209:1810,0,0,0,6.69,2,0,,,,,,,,,,,
20131209:1910,0,0,0,6.57,2,0,,,,,,,,,,,
20131209:2010,0,0,0,6.1,2.07,0,,,,,,,,,,,
20131209:2110,0,0,0,5.04,2.34,0,,,,,,,,,,,
20131209:2210,0,0,0,4.5,2.48,0,,,,,,,,,,,
20131209:2310,0,0,0,3.95,2.62,0,,,,,,,,,,,
20131210:0010,0,0,0,3.62,2.69,0,,,,,,,,,,,
20131210:0110,0,0,0,3.38,2.76,0,,,,,,,,,,,
20131210:0210,0,0,0,3.22,2.69,0,,,,,,,,,,,
20131210:0310,0,0,0,3.04,2.55,0,,,,,,,,,,,
20131210:0410,0,0,0,2.88,2.34,0,,,,,,,,,,,
20131210:0510,0,0,0,2.59,2.28,0,,,,,,,,,,,
20131210:0610,0,0,0,2.59,2.14,0,,,,,,,,,,,
20131210:0710,0,0,0,2.29,2.14,0,,,,,,,,,,,
20131210:0810,0,0,0,2.44,2.07,0,,,,,,,,,,,
20131210:0910,33064.5,259.56,7.58,3.32,1.79,0,,,,,,,,,,,
20131210:1010,68454,530.88,12.32,4.94,1.59,0,,,,,,,,,,,
20131210:1110,50325,392.84,15.03,6.9,1.86,0,,,,,,,,,,,
20131210:1210,77335.5,606.8,15.48,8.06,2.34,0,,,,,,,,,,,
20131210:1310,54129,423,13.63,8.69,2.83,0,,,,,,,,,,,
20131210:1410,7482,73.45,9.64,8.77,2.48,0,,,,,,,,,,,
20131210:1510,4920,53.1,3.85,8.33,2.07,0,,,,,,,,,,,
20131210:1610,0,0,0,6.61,2.28,0,,,,,,,,,,,
20131210:1710,0,0,0,5.6,2.28,0,,,,,,,,,,,
20131210:1810,0,0,0,4.93,2.41,0,,,,,,,,,,,
20131210:1910,0,0,0,4.04,2.34,0,,,,,,,,,,,
20131210:2010,0,0,0,3.38,2.21,0,,,,,,,,,,,
20131210:2110,0,0,0,2.68,2.07,0,,,,,,,,,,,
20131210:2210,0,0,0,1.93,1.93,0,,,,,,,,,,,
20131210:2310,0,0,0,1.25,1.93,0,,,,,,,,,,,
20131211:0010,0,0,0,0.73,2.07,0,,,,,,,,,,,
20131211:0110,0,0,0,0.48,2.14,0,,,,,,,,,,,
20131211:0210,0,0,0,0.36,2.14,0,,,,,,,,,,,
20131211:0310,0,0,0,0.23,2.21,0,,,,,,,,,,,
20131211:0410,0,0,0,0.08,2.28,0,,,,,,,,,,,
20131211:0510,0,0,0,0.05,2.34,0,,,,,,,,,,,
20131211:0610,0,0,0,0.06,2.34,0,,,,,,,,,,,
20131211:0710,0,0,0,1.83,1.66,0,,,,,,,,,,,
20131211:0810,0,0,0,2.25,1.72,0,,,,,,,,,,,
20131211:0910,23557.5,189.79,7.46,2.85,1.72,0,,,,,,,,,,,
20131211:1010,65545.5,505.55,12.21,4.37,1.79,0,,,,,,,,,,,
20131211:1110,40243.5,315.11,14.93,5.79,1.79,0,,,,,,,,,,,
20131211:1210,60865.5,474.76,15.4,7.02,1.86,0,,,,,,,,,,,
20131211:1310,72777,572.07,13.56,8.04,1.93,0,,,,,,,,,,,
20131211:1410,45777,360.48,9.59,8.33,2.21,0,,,,,,,,,,,
20131211:1510,19983,168.79,3.82,7.38,2.41,0,,,,,,,,,,,
20131211:1610,0,0,0,5.69,2.69,0,,,,,,,,,,,
20131211:1710,0,0,0,4.6,2.9,0,,,,,,,,,,,
20131211:1810,0,0,0,3.99,2.97,0,,,,,,,,,,,
20131211:1910,0,0,0,3.58,2.83,0,,,,,,,,,,,
20131211:2010,0,0,0,3.3,2.76,0,,,,,,,,,,,
20131211:2110,0,0,0,2.94,2.83,0,,,,,,,,,,,
20131211:2210,0,0,0,2.8,2.83,0,,,,,,,,,,,
20131211:2310,0,0,0,2.89,2.76,0,,,,,,,,,,,
20131212:0010,0,0,0,3.05,2.76,0,,,,,,,,,,,
20131212:0110,0,0,0,3.12,2.76,0,,,,,,,,,,,
20131212:0210,0,0,0,3.33,2.83,0,,,,,,,,,,,
20131212:0310,0,0,0,3.67,2.9,0,,,,,,,,,,,
20131212:0410,0,0,0,3.61,2.9,0,,,,,,,,,,,
20131212:0510,0,0,0,3.53,2.9,0,,,,,,,,,,,
20131212:0610,0,0,0,3.44,2.97,0,,,,,,,,,,,
20131212:0710,0,0,0,3.53,2.9,0,,,,,,,,,,,
20131212:0810,0,0,0,3.62,2.9,0,,,,,,,,,,,
20131212:0910,13752,118.9,7.35,4.3,2.9,0,,,,,,,,,,,
20131212:1010,19483.5,161.85,12.1,5.99,2.97,0,,,,,,,,,,,
20131212:1110,15787.5,136.06,14.84,7.39,2.62,0,,,,,,,,,,,
20131212:1210,66178.5,516.59,15.33,8.37,2.69,0,,,,,,,,,,,
20131212:1310,63799.5,499.53,13.51,9.07,2.69,0,,,,,,,,,,,
20131212:1410,51306,403.19,9.56,9.32,2.9,0,,,,,,,,,,,
20131212:1510,3964.5,45.22,3.8,9.03,2.76,0,,,,,,,,,,,
20131212:1610,0,0,0,7.98,2.76,0,,,,,,,,,,,
20131212:1710,0,0,0,7.27,2.76,0,,,,,,,,,,,
20131212:1810,0,0,0,6.87,2.83,0,,,,,,,,,,,
20131212:1910,0,0,0,6.48,2.97,0,,,,,,,,,,,
20131212:2010,0,0,0,6.56,2.97,0,,,,,,,,,,,
20131212:2110,0,0,0,6.74,2.97,0,,,,,,,,,,,
20131212:2210,0,0,0,6.86,3.03,0,,,,,,,,,,,
20131212:2310,0,0,0,7.11,3.1,0,,,,,,,,,,,
20131213:0010,0,0,0,7.26,3.03,0,,,,,,,,,,,
20131213:0110,0,0,0,7.43,2.9,0,,,,,,,,,,,
20131213:0210,0,0,0,7.49,2.97,0,,,,,,,,,,,
20131213:0310,0,0,0,7.54,3.1,0,,,,,,,,,,,
20131213:0410,0,0,0,7.68,3.17,0,,,,,,,,,,,
20131213:0510,0,0,0,7.94,3.1,0,,,,,,,,,,,
20131213:0610,0,0,0,8.43,2.97,0,,,,,,,,,,,
20131213:0710,0,0,0,9.16,3.24,0,,,,,,,,,,,
20131213:0810,0,0,0,9.26,3.52,0,,,,,,,,,,,
20131213:0910,8251.5,79.39,7.24,9.32,3.86,0,,,,,,,,,,,
20131213:1010,12972,115.55,12,9.35,3.93,0,,,,,,,,,,,
20131213:1110,6058.5,62.58,14.76,9.35,3.93,0,,,,,,,,,,,
20131213:1210,12369,111.44,15.26,9.38,4,0,,,,,,,,,,,
20131213:1310,4728,51.7,13.46,9.41,4.07,0,,,,,,,,,,,
20131213:1410,1824,26.3,9.52,9.36,4.14,0,,,,,,,,,,,
20131213:1510,0,3.63,3.78,9.34,4.28,0,,,,,,,,,,,
20131213:1610,0,0,0,8.99,4.28,0,,,,,,,,,,,
20131213:1710,0,0,0,8.72,4.28,0,,,,,,,,,,,
20131213:1810,0,0,0,8.84,4.21,0,,,,,,,,,,,
20131213:1910,0,0,0,9.37,3.24,0,,,,,,,,,,,
20131213:2010,0,0,0,9.38,3.38,0,,,,,,,,,,,
20131213:2110,0,0,0,8.78,3.52,0,,,,,,,,,,,
20131213:2210,0,0,0,7.67,3.79,0,,,,,,,,,,,
20131213:2310,0,0,0,6.88,4,0,,,,,,,,,,,
20131214:0010,0,0,0,6.39,4.28,0,,,,,,,,,,,
20131214:0110,0,0,0,5.82,4.28,0,,,,,,,,,,,
20131214:0210,0,0,0,5.18,4.21,0,,,,,,,,,,,
20131214:0310,0,0,0,4.77,4.21,0,,,,,,,,,,,
20131214:0410,0,0,0,4.4,3.86,0,,,,,,,,,,,
20131214:0510,0,0,0,3.91,3.52,0,,,,,,,,,,,
20131214:0610,0,0,0,3.38,3.31,0,,,,,,,,,,,
20131214:0710,0,0,0,3.3,2.76,0,,,,,,,,,,,
20131214:0810,0,0,0,2.99,2.76,0,,,,,,,,,,,
20131214:0910,35193,274.3,7.14,3.77,3.31,0,,,,,,,,,,,
20131214:1010,67081.5,514.21,11.91,5.8,3.66,0,,,,,,,,,,,
20131214:1110,51498,399.29,14.68,8.09,4.21,0,,,,,,,,,,,
20131214:1210,66892.5,520.65,15.2,9.78,4.28,0,,,,,,,,,,,
20131214:1310,25858.5,211.55,13.42,10.67,5.59,0,,,,,,,,,,,
20131214:1410,29773.5,240.27,9.5,10.71,6.07,0,,,,,,,,,,,
20131214:1510,9402,89.2,3.77,10.4,6.62,0,,,,,,,,,,,
20131214:1610,0,0,0,10.03,7.1,0,,,,,,,,,,,
20131214:1710,0,0,0,9.56,7.24,0,,,,,,,,,,,
20131214:1810,0,0,0,9.69,7.38,0,,,,,,,,,,,
20131214:1910,0,0,0,9.91,7.86,0,,,,,,,,,,,
20131214:2010,0,0,0,10.09,7.93,0,,,,,,,,,,,
20131214:2110,0,0,0,10.39,8.07,0,,,,,,,,,,,
20131214:2210,0,0,0,10.38,8.28,0,,,,,,,,,,,
20131214:2310,0,0,0,10.31,8.34,0,,,,,,,,,,,
20131215:0010,0,0,0,10.37,8.14,0,,,,,,,,,,,
20131215:0110,0,0,0,10.46,7.86,0,,,,,,,,,,,
20131215:0210,0,0,0,10.81,7.24,0,,,,,,,,,,,
20131215:0310,0,0,0,11.09,6.21,0,,,,,,,,,,,
20131215:0410,0,0,0,11.18,5.45,0,,,,,,,,,,,
20131215:0510,0,0,0,10.97,4.55,0,,,,,,,,,,,
20131215:0610,0,0,0,10.11,3.66,0,,,,,,,,,,,
20131215:0710,0,0,0,9.31,2.9,0,,,,,,,,,,,
20131215:0810,0,0,0,8.49,2.76,0,,,,,,,,,,,
20131215:0910,19203,161.61,7.05,8.75,3.24,0,,,,,,,,,,,
20131215:1010,2709,34.47,11.83,9.92,4.41,0,,,,,,,,,,,
20131215:1110,5019,54.42,14.61,11.05,5.45,0,,,,,,,,,,,
20131215:1210,1804.5,26.3,15.15,11.32,6.14,0,,,,,,,,,,,
20131215:1310,4798.5,52.61,13.38,11.19,6.28,0,,,,,,,,,,,
20131215:1410,988.5,18.14,9.49,11.04,6.48,0,,,,,,,,,,,
20131215:1510,4986,54.03,3.77,10.88,6.28,0,,,,,,,,,,,
20131215:1610,0,0,0,11.01,6.14,0,,,,,,,,,,,
20131215:1710,0,0,0,11.44,6.34,0,,,,,,,,,,,
20131215:1810,0,0,0,11.55,6.62,0,,,,,,,,,,,
20131215:1910,0,0,0,11.43,7.17,0,,,,,,,,,,,
20131215:2010,0,0,0,11.55,7.24,0,,,,,,,,,,,
20131215:2110,0,0,0,11.58,7.38,0,,,,,,,,,,,
20131215:2210,0,0,0,11.53,7.45,0,,,,,,,,,,,
20131215:2310,0,0,0,11.54,7.59,0,,,,,,,,,,,
20131216:0010,0,0,0,11.63,7.72,0,,,,,,,,,,,
20131216:0110,0,0,0,11.83,7.79,0,,,,,,,,,,,
20131216:0210,0,0,0,11.96,7.72,0,,,,,,,,,,,
20131216:0310,0,0,0,11.86,7.59,0,,,,,,,,,,,
20131216:0410,0,0,0,11.72,7.59,0,,,,,,,,,,,
20131216:0510,0,0,0,11.58,7.52,0,,,,,,,,,,,
20131216:0610,0,0,0,11.61,7.45,0,,,,,,,,,,,
20131216:0710,0,0,0,11.79,7.79,0,,,,,,,,,,,
20131216:0810,0,0,0,11.73,7.72,0,,,,,,,,,,,
20131216:0910,423,11.79,6.96,11.71,7.52,0,,,,,,,,,,,
20131216:1010,2988,37.19,11.75,11.85,7.38,0,,,,,,,,,,,
20131216:1110,8047.5,79.09,14.55,12.14,7.17,0,,,,,,,,,,,
20131216:1210,20271,171.8,15.1,12.6,6.83,0,,,,,,,,,,,
20131216:1310,19119,163.13,13.36,12.7,6.55,0,,,,,,,,,,,
20131216:1410,1698,25.4,9.48,12.69,6.14,0,,,,,,,,,,,
20131216:1510,2631,34.03,3.78,12.34,5.52,0,,,,,,,,,,,
20131216:1610,0,0,0,11.75,4.14,0,,,,,,,,,,,
20131216:1710,0,0,0,11.37,2.9,0,,,,,,,,,,,
20131216:1810,0,0,0,10.87,2.21,0,,,,,,,,,,,
20131216:1910,0,0,0,9.98,1.52,0,,,,,,,,,,,
20131216:2010,0,0,0,9.39,1.31,0,,,,,,,,,,,
20131216:2110,0,0,0,8.81,1.24,0,,,,,,,,,,,
20131216:2210,0,0,0,8.34,1.17,0,,,,,,,,,,,
20131216:2310,0,0,0,8.05,1.45,0,,,,,,,,,,,
20131217:0010,0,0,0,7.77,2,0,,,,,,,,,,,
20131217:0110,0,0,0,7.38,2.34,0,,,,,,,,,,,
20131217:0210,0,0,0,6.93,2.28,0,,,,,,,,,,,
20131217:0310,0,0,0,6.58,2.07,0,,,,,,,,,,,
20131217:0410,0,0,0,6.3,1.66,0,,,,,,,,,,,
20131217:0510,0,0,0,6.03,1.38,0,,,,,,,,,,,
20131217:0610,0,0,0,5.86,0.62,0,,,,,,,,,,,
20131217:0710,0,0,0,5.34,1.1,0,,,,,,,,,,,
20131217:0810,0,0,0,5.03,1.24,0,,,,,,,,,,,
20131217:0910,17074.5,144.23,6.88,5.05,1.03,0,,,,,,,,,,,
20131217:1010,14008.5,122.06,11.68,5.69,0.9,0,,,,,,,,,,,
20131217:1110,12001.5,107.57,14.5,6.17,1.24,0,,,,,,,,,,,
20131217:1210,29853,239.3,15.07,6.47,1.52,0,,,,,,,,,,,
20131217:1310,28380,228.02,13.34,6.49,1.79,0,,,,,,,,,,,
20131217:1410,5551.5,57.63,9.48,6.44,2.28,0,,,,,,,,,,,
20131217:1510,759,15.42,3.79,6.2,2.34,0,,,,,,,,,,,
20131217:1610,0,0,0,5.65,2.48,0,,,,,,,,,,,
20131217:1710,0,0,0,5.57,2.62,0,,,,,,,,,,,
20131217:1810,0,0,0,5.98,2.76,0,,,,,,,,,,,
20131217:1910,0,0,0,6.17,2.55,0,,,,,,,,,,,
20131217:2010,0,0,0,6.43,2.55,0,,,,,,,,,,,
20131217:2110,0,0,0,6.76,2.28,0,,,,,,,,,,,
20131217:2210,0,0,0,7.05,2.14,0,,,,,,,,,,,
20131217:2310,0,0,0,7.31,1.93,0,,,,,,,,,,,
20131218:0010,0,0,0,7.61,1.72,0,,,,,,,,,,,
20131218:0110,0,0,0,7.76,1.93,0,,,,,,,,,,,
20131218:0210,0,0,0,7.47,2.62,0,,,,,,,,,,,
20131218:0310,0,0,0,6.89,3.03,0,,,,,,,,,,,
20131218:0410,0,0,0,6.09,3.31,0,,,,,,,,,,,
20131218:0510,0,0,0,5.47,3.38,0,,,,,,,,,,,
20131218:0610,0,0,0,5.27,3.24,0,,,,,,,,,,,
20131218:0710,0,0,0,6.03,3.93,0,,,,,,,,,,,
20131218:0810,0,0,0,6.97,4.62,0,,,,,,,,,,,
20131218:0910,39651,310.89,6.8,7.75,5.1,0,,,,,,,,,,,
20131218:1010,30105,240.28,11.62,8.46,5.72,0,,,,,,,,,,,
20131218:1110,14280,125.21,14.45,8.95,6.14,0,,,,,,,,,,,
20131218:1210,44323.5,345.16,15.04,9.33,6.9,0,,,,,,,,,,,
20131218:1310,39784.5,311.99,13.33,9.46,6.62,0,,,,,,,,,,,
20131218:1410,7668,74.91,9.48,9.39,6.69,0,,,,,,,,,,,
20131218:1510,2665.5,33.96,3.81,9.43,6.83,0,,,,,,,,,,,
20131218:1610,0,0,0,9.38,7.03,0,,,,,,,,,,,
20131218:1710,0,0,0,9.43,7.38,0,,,,,,,,,,,
20131218:1810,0,0,0,9.41,8.21,0,,,,,,,,,,,
20131218:1910,0,0,0,9.49,8.76,0,,,,,,,,,,,
20131218:2010,0,0,0,9.29,9.03,0,,,,,,,,,,,
20131218:2110,0,0,0,8.86,9.59,0,,,,,,,,,,,
20131218:2210,0,0,0,8.99,10.41,0,,,,,,,,,,,
20131218:2310,0,0,0,9.22,9.52,0,,,,,,,,,,,
20131219:0010,0,0,0,9.52,7.1,0,,,,,,,,,,,
20131219:0110,0,0,0,8.49,5.52,0,,,,,,,,,,,
20131219:0210,0,0,0,7.18,4.9,0,,,,,,,,,,,
20131219:0310,0,0,0,6.36,4.34,0,,,,,,,,,,,
20131219:0410,0,0,0,5.88,3.86,0,,,,,,,,,,,
20131219:0510,0,0,0,5.42,3.66,0,,,,,,,,,,,
20131219:0610,0,0,0,5.24,4,0,,,,,,,,,,,
20131219:0710,0,0,0,4.96,3.93,0,,,,,,,,,,,
20131219:0810,0,0,0,4.41,3.79,0,,,,,,,,,,,
20131219:0910,42403.5,327.65,6.73,4.3,3.72,0,,,,,,,,,,,
20131219:1010,32262,253.39,11.57,5.07,3.66,0,,,,,,,,,,,
20131219:1110,52792.5,406.8,14.41,6.08,3.31,0,,,,,,,,,,,
20131219:1210,88306.5,685.15,15.02,6.9,3.59,0,,,,,,,,,,,
20131219:1310,80422.5,623.53,13.33,7.37,3.52,0,,,,,,,,,,,
20131219:1410,44023.5,343.79,9.49,7.43,3.38,0,,,,,,,,,,,
20131219:1510,11703,105.7,3.84,6.95,3.17,0,,,,,,,,,,,
20131219:1610,0,0,0,6,3.17,0,,,,,,,,,,,
20131219:1710,0,0,0,5.25,3.24,0,,,,,,,,,,,
20131219:1810,0,0,0,4.9,3.31,0,,,,,,,,,,,
20131219:1910,0,0,0,6.1,4.48,0,,,,,,,,,,,
20131219:2010,0,0,0,5.65,4.34,0,,,,,,,,,,,
20131219:2110,0,0,0,5.29,4,0,,,,,,,,,,,
20131219:2210,0,0,0,5.05,3.31,0,,,,,,,,,,,
20131219:2310,0,0,0,4.36,3.1,0,,,,,,,,,,,
20131220:0010,0,0,0,3.38,3.1,0,,,,,,,,,,,
20131220:0110,0,0,0,2.65,3.38,0,,,,,,,,,,,
20131220:0210,0,0,0,2.31,3.66,0,,,,,,,,,,,
20131220:0310,0,0,0,2.13,3.66,0,,,,,,,,,,,
20131220:0410,0,0,0,2.08,3.79,0,,,,,,,,,,,
20131220:0510,0,0,0,2.11,3.86,0,,,,,,,,,,,
20131220:0610,0,0,0,2.14,3.86,0,,,,,,,,,,,
20131220:0710,0,0,0,2.76,4.14,0,,,,,,,,,,,
20131220:0810,0,0,0,2.73,3.93,0,,,,,,,,,,,
20131220:0910,33261,259.13,6.67,3.02,3.86,0,,,,,,,,,,,
20131220:1010,73653,559.78,11.52,4.32,4.07,0,,,,,,,,,,,
20131220:1110,51055.5,392.85,14.38,5.78,3.52,0,,,,,,,,,,,
20131220:1210,87189,675.57,15,6.96,3.72,0,,,,,,,,,,,
20131220:1310,78913.5,610.94,13.33,7.68,3.86,0,,,,,,,,,,,
20131220:1410,30202.5,241.09,9.52,8.12,5.03,0,,,,,,,,,,,
20131220:1510,23235,192.57,3.88,8.2,5.17,0,,,,,,,,,,,
20131220:1610,0,0,0,8,5.38,0,,,,,,,,,,,
20131220:1710,0,0,0,8.22,5.93,0,,,,,,,,,,,
20131220:1810,0,0,0,8.63,6.55,0,,,,,,,,,,,
20131220:1910,0,0,0,8.54,7.24,0,,,,,,,,,,,
20131220:2010,0,0,0,8.89,7.79,0,,,,,,,,,,,
20131220:2110,0,0,0,9.26,8.41,0,,,,,,,,,,,
20131220:2210,0,0,0,9.56,8.83,0,,,,,,,,,,,
20131220:2310,0,0,0,9.68,9.1,0,,,,,,,,,,,
20131221:0010,0,0,0,9.84,9.24,0,,,,,,,,,,,
20131221:0110,0,0,0,9.73,8.97,0,,,,,,,,,,,
20131221:0210,0,0,0,9.86,8.9,0,,,,,,,,,,,
20131221:0310,0,0,0,9.92,8.62,0,,,,,,,,,,,
20131221:0410,0,0,0,9.96,8.34,0,,,,,,,,,,,
20131221:0510,0,0,0,10.08,8.07,0,,,,,,,,,,,
20131221:0610,0,0,0,10.21,7.79,0,,,,,,,,,,,
20131221:0710,0,0,0,9.94,7.66,0,,,,,,,,,,,
20131221:0810,0,0,0,9.83,8.07,0,,,,,,,,,,,
20131221:0910,12513,111.74,6.62,9.78,8.34,0,,,,,,,,,,,
20131221:1010,4722,51.7,11.48,9.99,8.14,0,,,,,,,,,,,
20131221:1110,1257,20.86,14.36,10.35,8.07,0,,,,,,,,,,,
20131221:1210,4597.5,50.79,15,10.65,8.14,0,,,,,,,,,,,
20131221:1310,3637.5,42.63,13.34,10.44,8.21,0,,,,,,,,,,,
20131221:1410,13773,121.37,9.54,10.13,8.21,0,,,,,,,,,,,
20131221:1510,2733,34.62,3.92,10.13,8.34,0,,,,,,,,,,,
